,confidence,action
1368,0.8638402,2
1369,0.6711112,6
1370,0.65543115,6
1371,0.8655977,2
1372,0.90330315,3
1373,0.76458055,8
1374,0.70700973,9
1375,0.32665527,9
1376,0.8985948,11
1377,0.9135576,12
1378,0.51761335,11
1379,0.8725111,12
1380,0.91797805,12
1381,0.77293587,11
1382,0.40196148,17
1383,0.3597737,15
1384,0.8170053,8
1385,0.6723481,8
1386,0.9349203,8
1387,0.93687254,8
1388,0.5148797,8
1389,0.59025055,8
1390,0.65145767,6
1391,0.43581605,6
1392,0.9209268,6
1393,0.5400877,6
1394,0.79524565,6
1395,0.81932545,6
1396,0.5187123,6
1397,0.52398276,9
1398,0.84016687,6
1399,0.7769246,6
1400,0.8728947,11
1401,0.94876015,12
1402,0.9400148,12
1403,0.7515998,12
1404,0.87469167,12
1405,0.76026803,15
1406,0.8666164,15
1407,0.5862453,15
1408,0.8778134,8
1409,0.6801372,8
1410,0.9998779,8
1411,0.9998945,8
1412,0.9971507,8
1413,0.99761295,8
1414,0.54866534,8
1415,0.43498823,6
1416,0.45618823,3
1417,0.460433,3
1418,0.74328786,6
1419,0.5416888,6
1420,0.9297375,6
1421,0.9375886,3
1422,0.77731687,3
1423,0.59124863,3
1424,0.86716676,11
1425,0.9885874,12
1426,0.5631321,13
1427,0.92802876,12
1428,0.37128693,11
1429,0.38035446,13
1430,0.38714492,10
1431,0.97374594,15
1432,0.89553756,7
1433,0.9977458,7
1434,0.8164556,7
1435,0.8810919,7
1436,0.8775079,8
1437,0.85751307,3
1438,0.7997491,3
1439,0.91626114,3
1440,0.9635154,3
1441,0.96298414,6
1442,0.7837006,7
1443,0.6908842,5
1444,0.68930185,3
1445,0.744183,6
1446,0.8520988,3
1447,0.57773334,3
1448,0.96761996,11
1449,0.90429556,12
1450,0.73917973,12
1451,0.95883536,12
1452,0.9363626,13
1453,0.403104,15
1454,0.5428271,13
1455,0.5358704,15
1456,0.9967474,7
1457,0.99982834,7
1458,0.9781984,7
1459,0.9453916,8
1460,0.9987154,8
1461,0.7455654,8
1462,0.7424928,8
1463,0.84057677,9
1464,0.49257395,6
1465,0.56612104,6
1466,0.99358577,6
1467,0.51336074,6
1468,0.48960984,3
1469,0.43581355,3
1470,0.85299724,3
1471,0.9063842,10
1472,0.98563725,11
1473,0.85705197,12
1474,0.85231787,12
1475,0.68156636,12
1476,0.59797144,12
1477,0.9655943,15
1478,0.853567,15
1479,0.93605465,15
1480,0.98600763,8
1481,0.81776243,7
1482,0.95443594,7
1483,0.6587113,7
1484,0.89392936,8
1485,0.7932495,7
1486,0.5604784,7
1487,0.82069474,3
1488,0.97825193,3
1489,0.66826,9
1490,0.3875226,6
1491,0.71912855,8
1492,0.99120796,9
1493,0.9981159,9
1494,0.99723214,9
1495,0.94718385,9
1496,0.9896522,11
1497,0.9622094,12
1498,0.740946,13
1499,0.6651048,11
1500,0.7687543,17
1501,0.918036,17
1502,0.97644114,17
1503,0.99262697,17
1504,0.81599486,7
1505,0.9979407,7
1506,0.8722833,7
1507,0.4226309,7
1508,0.895155,8
1509,0.84342396,7
1510,0.9800167,7
1511,0.9884242,7
1512,0.9887017,9
1513,0.9346502,9
1514,0.95328873,9
1515,0.99286485,9
1516,0.94777805,9
1517,0.91129684,9
1518,0.9873083,9
1519,0.46567217,9
1520,0.5934337,10
1521,0.7068928,11
1522,0.54120064,13
1523,0.72191656,12
1524,0.614005,12
1525,0.60165864,17
1526,0.42464855,11
1527,0.4884798,17
1528,0.5745427,15
1529,0.97214013,7
1530,0.9981646,8
1531,0.99988925,8
1532,0.9887327,8
1533,0.80686677,9
1534,0.9262905,9
1535,0.98196536,9
1536,0.9990189,9
1537,0.99951243,9
1538,0.9964637,9
1539,0.56554174,9
1540,0.92070687,8
1541,0.54925805,3
1542,0.7771437,9
1543,0.61973786,9
1544,0.90298307,11
1545,0.8871224,12
1546,0.52823263,13
1547,0.50325745,13
1548,0.5993101,11
1549,0.7795928,15
1550,0.92289346,15
1551,0.9861282,15
1552,0.7000051,8
1553,0.93473715,8
1554,0.9789027,8
1555,0.9966223,8
1556,0.99985874,8
1557,0.8462967,8
1558,0.91676724,9
1559,0.9804081,9
1560,0.9541605,9
1561,0.6476824,8
1562,0.83753556,8
1563,0.7181021,8
1564,0.975769,8
1565,0.70321876,8
1566,0.8007393,6
1567,0.8481481,10
1568,0.7960839,11
1569,0.81675786,12
1570,0.9981458,12
1571,0.998055,12
1572,0.37528425,13
1573,0.87958884,19
1574,0.9783573,15
1575,0.99491936,15
1576,0.9017695,8
1577,0.96051747,8
1578,0.98111826,8
1579,0.998038,8
1580,0.9960891,8
1581,0.9995214,8
1582,0.9962054,8
1583,0.9969098,8
1584,0.98296654,8
1585,0.6202385,6
1586,0.65728325,6
1587,0.5794892,6
1588,0.50573456,6
1589,0.75702137,6
1590,0.6488609,6
1591,0.87634826,6
1592,0.99560475,12
1593,0.7572356,13
1594,0.96610105,13
1595,0.54251766,13
1596,0.39511728,19
1597,0.8733172,16
1598,0.5749684,16
1599,0.8621818,15
1600,0.9410842,7
1601,0.56921905,7
1602,0.95968044,8
1603,0.7622311,8
1604,0.97190136,8
1605,0.9988356,8
1606,0.97867143,8
1607,0.758468,8
1608,0.9353053,8
1609,0.7418874,6
1610,0.29437053,5
1611,0.8373732,5
1612,0.5506881,5
1613,0.7267091,3
1614,0.77282935,3
1615,0.51636297,3
1616,0.98580235,11
1617,0.994773,12
1618,0.9470147,12
1619,0.81736255,12
1620,0.73152757,13
1621,0.5398006,13
1622,0.85457605,19
1623,0.98326683,7
1624,0.9561729,7
1625,0.88577974,8
1626,0.98911124,8
1627,0.99920136,8
1628,0.9972881,8
1629,0.97371495,8
1630,0.85017896,8
1631,0.85925144,8
1632,0.7945936,8
1633,0.5845574,9
1634,0.8481012,6
1635,0.7979547,5
1636,0.7519839,5
1637,0.680999,3
1638,0.3742995,5
1639,0.3646298,11
1640,0.93318427,11
1641,0.9806393,12
1642,0.9328647,12
1643,0.91869867,12
1644,0.49829146,12
1645,0.39729714,19
1646,0.38730842,10
1647,0.9267104,15
1648,0.9066293,7
1649,0.95066303,7
1650,0.54830104,8
1651,0.9108843,8
1652,0.95309514,8
1653,0.8554407,8
1654,0.2957386,7
1655,0.8666647,8
1656,0.32777968,7
1657,0.8361004,7
1658,0.6215424,9
1659,0.32942927,5
1660,0.40908378,3
1661,0.679788,9
1662,0.7356866,9
1663,0.9069904,9
1664,0.7414505,9
1665,0.7463267,11
1666,0.6280909,11
1667,0.87156343,11
1668,0.98645544,12
1669,0.8811393,12
1670,0.7434824,17
1671,0.6718947,17
1672,0.9991943,7
1673,0.8683705,7
1674,0.7634575,8
1675,0.71571076,7
1676,0.66105264,8
1677,0.5992321,7
1678,0.9530451,7
1679,0.77695346,7
1680,0.7582383,9
1681,0.5687057,2
1682,0.7814794,9
1683,0.7588755,9
1684,0.8515288,8
1685,0.7673886,9
1686,0.54771006,3
1687,0.5780449,9
1688,0.5911297,12
1689,0.998386,11
1690,0.81138086,11
1691,0.72071356,12
1692,0.31196433,11
1693,0.5633254,10
1694,0.7422126,10
1695,0.5561194,12
1696,0.941356,8
1697,0.97685915,8
1698,0.9931685,8
1699,0.99035347,8
1700,0.87163424,7
1701,0.8758236,8
1702,0.5190195,9
1703,0.7973084,9
1704,0.94045556,9
1705,0.81934035,9
1706,0.9958062,9
1707,0.780958,8
1708,0.3940924,8
1709,0.8497641,9
1710,0.9765797,9
1711,0.99382097,9
1712,0.64939433,11
1713,0.9966953,12
1714,0.6883705,12
1715,0.8089952,13
1716,0.73566353,15
1717,0.9350117,15
1718,0.91044676,15
1719,0.8334831,15
1720,0.9993338,8
1721,0.9979208,8
1722,0.9998048,8
1723,0.9999888,8
1724,0.9998276,8
1725,0.9464877,8
1726,0.77825904,8
1727,0.9079909,9
1728,0.98697585,9
1729,0.7105133,9
1730,0.4607617,9
1731,0.5153012,3
1732,0.44452524,6
1733,0.8790359,9
1734,0.9655986,9
1735,0.9927142,9
1736,0.96807855,9
1737,0.94675905,12
1738,0.74786556,12
1739,0.94180363,13
1740,0.46266982,13
1741,0.9659087,15
1742,0.8606513,15
1743,0.73687124,15
1744,0.97613084,8
1745,0.9913811,8
1746,0.99371195,8
1747,0.9939276,8
1748,0.98433304,8
1749,0.9963749,8
1750,0.856322,8
1751,0.5057071,6
1752,0.7781172,3
1753,0.9822614,3
1754,0.69310355,8
1755,0.9676089,3
1756,0.40913635,6
1757,0.9084921,6
1758,0.6252151,6
1759,0.5341815,9
1760,0.9862477,11
1761,0.58195996,12
1762,0.98800755,13
1763,0.633522,12
1764,0.45677516,19
1765,0.86977017,16
1766,0.9216131,15
1767,0.76760834,15
1768,0.9949269,8
1769,0.8470839,8
1770,0.95145816,8
1771,0.99889284,8
1772,0.999092,8
1773,0.9965144,8
1774,0.6521546,3
1775,0.9994149,3
1776,0.9998313,3
1777,0.99587786,3
1778,0.96885645,3
1779,0.84044445,6
1780,0.5103658,8
1781,0.42516404,8
1782,0.35365626,8
1783,0.22716656,9
1784,0.60845274,12
1785,0.917568,12
1786,0.770795,13
1787,0.8300554,12
1788,0.98622686,16
1789,0.99928075,16
1790,0.98133135,16
1791,0.96997607,16
1792,0.99419385,7
1793,0.87489134,7
1794,0.92945844,8
1795,0.9758109,8
1796,0.99885297,8
1797,0.8694361,7
1798,0.9799565,3
1799,0.99879265,3
1800,0.6482098,6
1801,0.65861833,8
1802,0.62989813,6
1803,0.99306,6
1804,0.9541723,7
1805,0.9314231,9
1806,0.44876269,3
1807,0.9180435,10
1808,0.5465713,12
1809,0.9502096,12
1810,0.52638656,13
1811,0.8667085,12
1812,0.46892443,15
1813,0.92360383,15
1814,0.54367274,15
1815,0.7304526,16
1816,0.98461825,7
1817,0.67395794,8
1818,0.6940085,8
1819,0.92923874,8
1820,0.58262575,8
1821,0.99499315,8
1822,0.6391524,8
1823,0.84391093,8
1824,0.59740347,8
1825,0.9984434,9
1826,0.8569711,9
1827,0.59669226,9
1828,0.7272098,5
1829,0.59617704,5
1830,0.731578,9
1831,0.7583929,10
1832,0.76013243,11
1833,0.5156889,13
1834,0.82311827,12
1835,0.9496696,12
1836,0.6529791,14
1837,0.2641071,17
1838,0.3227736,15
1839,0.39633408,16
1840,0.5795591,8
1841,0.9879376,7
1842,0.8022102,8
1843,0.84110206,8
1844,0.98554176,8
1845,0.99762386,8
1846,0.8732692,7
1847,0.51714504,9
1848,0.70541686,9
1849,0.8901394,9
1850,0.98324573,9
1851,0.7379941,2
1852,0.7869099,3
1853,0.9215873,3
1854,0.9617324,9
1855,0.54938084,12
1856,0.98123163,11
1857,0.80179626,12
1858,0.46732724,13
1859,0.56275946,17
1860,0.4214177,15
1861,0.8745719,17
1862,0.45817935,17
1863,0.39273953,17
1864,0.5541441,8
1865,0.9999193,8
1866,0.99465114,8
1867,0.9636891,8
1868,0.95207447,8
1869,0.8642149,8
1870,0.77734965,8
1871,0.7963262,9
1872,0.8987771,9
1873,0.9724759,9
1874,0.9700549,9
1875,0.49824327,8
1876,0.68715817,9
1877,0.6483786,9
1878,0.9832773,9
1879,0.899385,9
1880,0.8990399,11
1881,0.8440469,12
1882,0.87725234,13
1883,0.9897344,13
1884,0.9868506,15
1885,0.94130796,15
1886,0.9956019,15
1887,0.5321744,19
1888,0.68797076,7
1889,0.99612087,8
1890,0.9992442,8
1891,0.99947757,8
1892,0.9973309,8
1893,0.96532094,8
1894,0.35180795,6
1895,0.44611514,3
1896,0.6676342,6
1897,0.99184823,8
1898,0.99948055,8
1899,0.4430853,8
1900,0.7777266,6
1901,0.85126215,6
1902,0.47433883,6
1903,0.75652045,9
1904,0.64560115,10
1905,0.55812186,12
1906,0.5937008,13
1907,0.72795665,12
1908,0.6169018,13
1909,0.7086953,19
1910,0.4881925,16
1911,0.68092525,19
1912,0.993367,8
1913,0.7242318,8
1914,0.9701525,8
1915,0.99801147,8
1916,0.98792404,8
1917,0.99982375,8
1918,0.93404037,8
1919,0.76601815,8
1920,0.51456857,8
1921,0.9984676,3
1922,0.42611185,6
1923,0.99646974,3
1924,0.6178869,3
1925,0.58428174,3
1926,0.38788158,6
1927,0.37954158,3
1928,0.94385654,11
1929,0.65892017,13
1930,0.9993414,13
1931,0.9828346,13
1932,0.4977529,19
1933,0.98997355,16
1934,0.73077303,16
1935,0.6286683,16
1936,0.9978073,8
1937,0.9931606,8
1938,0.941522,8
1939,0.9793403,8
1940,0.9116674,8
1941,0.9266124,8
1942,0.71994984,8
1943,0.9965314,3
1944,0.99969876,3
1945,0.9959657,3
1946,0.90050524,3
1947,0.9295835,3
1948,0.32611695,0
1949,0.3905769,8
1950,0.46827114,3
1951,0.60737836,3
1952,0.65776765,11
1953,0.9833208,12
1954,0.84166116,13
1955,0.5005875,13
1956,0.7423583,12
1957,0.5884359,15
1958,0.89893407,16
1959,0.49414748,8
1960,0.96032554,7
1961,0.9744778,7
1962,0.7453784,8
1963,0.99364424,8
1964,0.6430632,8
1965,0.98885465,3
1966,0.99750924,3
1967,0.9979886,3
1968,0.99661595,3
1969,0.84891945,3
1970,0.4889862,3
1971,0.6404861,9
1972,0.4784577,9
1973,0.69523156,9
1974,0.89914024,9
1975,0.7175751,9
1976,0.51939416,9
1977,0.59274286,12
1978,0.63119555,13
1979,0.8085829,12
1980,0.9635279,13
1981,0.4647793,16
1982,0.5895732,15
1983,0.7155956,15
1984,0.74926573,7
1985,0.5605881,8
1986,0.61006796,7
1987,0.87100387,8
1988,0.86349964,8
1989,0.83296126,9
1990,0.5431122,9
1991,0.8975115,9
1992,0.9697873,9
1993,0.61118674,9
1994,0.9215417,9
1995,0.78734297,9
1996,0.4647638,5
1997,0.9887305,9
1998,0.9397342,9
1999,0.65118986,9
2000,0.6381353,11
2001,0.80119187,11
2002,0.5904715,11
2003,0.46182364,11
2004,0.52153707,13
2005,0.46744353,11
2006,0.58111006,14
2007,0.4026651,16
2008,0.67904985,8
2009,0.5476432,9
2010,0.70372903,8
2011,0.86540526,8
2012,0.5546156,9
2013,0.9995005,8
2014,0.7602322,8
2015,0.66150075,8
2016,0.9404196,7
2017,0.59923404,9
2018,0.54498905,4
2019,0.7326471,3
2020,0.8563801,8
2021,0.4394005,9
2022,0.99352264,9
2023,0.7246429,9
2024,0.9565795,12
2025,0.97961366,12
2026,0.5790338,12
2027,0.28001657,11
2028,0.92576987,12
2029,0.29243475,12
2030,0.63386154,15
2031,0.92070544,12
2032,0.9694641,8
2033,0.99976796,8
2034,0.9997453,8
2035,0.9998722,8
2036,0.99567103,8
2037,0.9584517,9
2038,0.9954835,9
2039,0.99745446,9
2040,0.9948607,9
2041,0.6182876,9
2042,0.5272499,9
2043,0.97440785,9
2044,0.53579164,3
2045,0.6880054,3
2046,0.78077984,9
2047,0.94832456,9
2048,0.8800793,11
2049,0.8307202,12
2050,0.96504754,13
2051,0.46573913,11
2052,0.37736723,15
2053,0.7867721,15
2054,0.95427394,15
2055,0.8564678,15
2056,0.992773,15
2057,0.7665848,7
2058,0.989585,8
2059,0.99940586,8
2060,0.9977865,8
2061,0.8037094,8
2062,0.80042225,9
2063,0.70646447,9
2064,0.94523096,9
2065,0.9789292,9
2066,0.99479985,9
2067,0.7193135,9
2068,0.61571175,6
2069,0.6022713,8
2070,0.60817736,9
2071,0.9357375,9
2072,0.77125883,12
2073,0.8080016,12
2074,0.99565756,13
2075,0.65614164,13
2076,0.79513747,15
2077,0.9036083,15
2078,0.91087574,15
2079,0.99493366,15
2080,0.8982327,7
2081,0.95283467,7
2082,0.98843014,8
2083,0.9947738,8
2084,0.91485864,8
2085,0.55500925,9
2086,0.76030654,8
2087,0.8242805,9
2088,0.9730566,9
2089,0.89929295,8
2090,0.95742375,9
2091,0.80497885,9
2092,0.7262263,9
2093,0.39656562,6
2094,0.63207084,9
2095,0.6529415,9
2096,0.88645893,12
2097,0.99016225,12
2098,0.84288913,12
2099,0.8528182,13
2100,0.45530656,13
2101,0.4565883,15
2102,0.5530678,16
2103,0.96800554,15
2104,0.5756754,8
2105,0.81468374,8
2106,0.95414543,8
2107,0.8748755,8
2108,0.993479,8
2109,0.99898416,8
2110,0.9987896,8
2111,0.9196346,8
2112,0.9693578,8
2113,0.6523284,8
2114,0.86510026,9
2115,0.8649523,5
2116,0.41965017,6
2117,0.696957,9
2118,0.8650814,3
2119,0.92779803,3
2120,0.802095,11
2121,0.99922013,12
2122,0.99949837,12
2123,0.5209726,12
2124,0.5097255,13
2125,0.719682,12
2126,0.34843385,15
2127,0.5791015,16
2128,0.9382357,7
2129,0.9547416,7
2130,0.9948108,7
2131,0.91268563,7
2132,0.7773553,7
2133,0.9828331,8
2134,0.9904417,8
2135,0.999421,8
2136,0.9997291,8
2137,0.80818266,8
2138,0.6293631,2
2139,0.3524078,5
2140,0.8619357,3
2141,0.91449136,3
2142,0.86714506,3
2143,0.91055936,10
2144,0.74592143,10
2145,0.9999057,12
2146,0.99413633,12
2147,0.9670603,12
2148,0.8825954,12
2149,0.81988776,12
2150,0.8084784,15
2151,0.5616384,16
2152,0.68455195,7
2153,0.95827365,7
2154,0.9887473,7
2155,0.9934402,7
2156,0.79016113,7
2157,0.743386,8
2158,0.63013595,7
2159,0.8454932,7
2160,0.6508138,7
2161,0.80688846,6
2162,0.6915896,6
2163,0.7678486,6
2164,0.5146544,6
2165,0.65353316,3
2166,0.7035329,3
2167,0.76675606,10
2168,0.5729985,11
2169,0.98897564,12
2170,0.9999242,12
2171,0.9999571,12
2172,0.69500464,12
2173,0.79172194,12
2174,0.59937036,19
2175,0.7808524,16
2176,0.87990963,15
2177,0.95114475,7
2178,0.888389,7
2179,0.99712557,7
2180,0.9828137,7
2181,0.78375417,8
2182,0.6862312,7
2183,0.57069606,9
2184,0.84693635,7
2185,0.52782965,3
2186,0.932937,9
2187,0.72371054,6
2188,0.7637582,9
2189,0.97828805,9
2190,0.9001638,9
2191,0.98462254,9
2192,0.94966346,10
2193,0.9880839,12
2194,0.91914254,12
2195,0.95672774,12
2196,0.3091921,11
2197,0.3450577,10
2198,0.8653252,10
2199,0.582382,10
2200,0.9835418,8
2201,0.9446507,8
2202,0.92174363,8
2203,0.85744447,8
2204,0.44014388,6
2205,0.38776264,4
2206,0.7575407,4
2207,0.8722492,4
2208,0.95800346,4
2209,0.8137342,6
2210,0.71266,3
2211,0.63245636,9
2212,0.8745421,8
2213,0.6724069,8
2214,0.8550703,9
2215,0.37800646,12
2216,0.8298984,12
2217,0.96252316,12
2218,0.7304793,13
2219,0.98566103,13
2220,0.8547668,13
2221,0.84456754,13
2222,0.51845443,15
2223,0.85690236,15
2224,0.33837923,15
2225,0.88074887,8
2226,0.9144656,8
2227,0.99922335,8
2228,0.99999475,8
2229,0.9929657,8
2230,0.9142197,8
2231,0.55258965,8
2232,0.7068389,9
2233,0.34567624,9
2234,0.49637145,3
2235,0.4639758,8
2236,0.90111446,8
2237,0.8894428,8
2238,0.8591938,9
2239,0.88960975,9
2240,0.9516832,12
2241,0.99831784,13
2242,0.9998429,13
2243,0.9096614,13
2244,0.6347173,15
2245,0.8848407,15
2246,0.6250058,16
2247,0.7741492,15
2248,0.734988,9
2249,0.58463174,8
2250,0.93735677,8
2251,0.9687393,8
2252,0.8278044,8
2253,0.7149668,9
2254,0.97474766,9
2255,0.97538245,9
2256,0.8472672,9
2257,0.8121983,8
2258,0.9798451,9
2259,0.5973162,9
2260,0.8751923,8
2261,0.50175554,5
2262,0.38797534,5
2263,0.5958824,9
2264,0.50933367,11
2265,0.88498247,12
2266,0.8817239,12
2267,0.9175828,12
2268,0.99422956,15
2269,0.9926421,15
2270,0.9080313,15
2271,0.8814737,16
2272,0.6334478,8
2273,0.99269414,8
2274,0.8068046,8
2275,0.92280716,8
2276,0.9354098,8
2277,0.8098555,8
2278,0.7964147,8
2279,0.616166,3
2280,0.7853465,3
2281,0.99752563,3
2282,0.9805242,3
2283,0.9828613,3
2284,0.8386239,3
2285,0.5173012,8
2286,0.44010314,9
2287,0.9861623,9
2288,0.8779652,11
2289,0.91625506,13
2290,0.9980963,13
2291,0.98587704,13
2292,0.5468287,15
2293,0.8137357,15
2294,0.78952616,16
2295,0.96331185,16
2296,0.5743525,8
2297,0.71612823,8
2298,0.5326727,8
2299,0.73111916,9
2300,0.7020099,9
2301,0.76067543,8
2302,0.9162872,8
2303,0.6502473,8
2304,0.9681701,3
2305,0.8354958,3
2306,0.69065934,3
2307,0.8162078,3
2308,0.50828665,0
2309,0.974307,9
2310,0.8935168,9
2311,0.9580897,9
2312,0.8775086,12
2313,0.92227757,12
2314,0.9906799,13
2315,0.9992673,13
2316,0.7683992,16
2317,0.982213,16
2318,0.4994655,19
2319,0.58142364,19
2320,0.43606475,16
2321,0.7102489,8
2322,0.9950599,9
2323,0.9573149,9
2324,0.91840297,9
2325,0.9974904,8
2326,0.9842457,8
2327,0.85612124,8
2328,0.6715916,9
2329,0.8214344,9
2330,0.9987841,9
2331,0.99282444,9
2332,0.73445356,9
2333,0.99525553,9
2334,0.9770066,9
2335,0.9976463,9
2336,0.9721863,11
2337,0.9629444,12
2338,0.9674644,12
2339,0.95937806,12
2340,0.6091291,13
2341,0.7642898,19
2342,0.98065615,19
2343,0.98464185,19
2344,0.74895847,7
2345,0.9734196,8
2346,0.84255177,8
2347,0.8799234,8
2348,0.7508336,8
2349,0.9157982,8
2350,0.80065185,7
2351,0.8247253,7
2352,0.5961188,9
2353,0.9929525,9
2354,0.99735665,9
2355,0.9827251,9
2356,0.9887778,8
2357,0.37866512,9
2358,0.96268135,9
2359,0.99637955,9
2360,0.77291614,12
2361,0.99893016,12
2362,0.57705677,12
2363,0.8423252,13
2364,0.55305195,15
2365,0.46165472,15
2366,0.45943436,15
2367,0.7271694,19
2368,0.98888713,8
2369,0.99989486,8
2370,0.9987446,8
2371,0.9641061,8
2372,0.69044584,9
2373,0.99778086,9
2374,0.9695451,9
2375,0.8117574,9
2376,0.9960653,9
2377,0.9677471,9
2378,0.99224585,9
2379,0.9262916,9
2380,0.7015976,8
2381,0.98773617,8
2382,0.76763564,9
2383,0.9771218,9
2384,0.54110575,11
2385,0.67405003,12
2386,0.5695254,12
2387,0.75715965,13
2388,0.84017044,15
2389,0.9973828,15
2390,0.83067626,8
2391,0.85501015,19
2392,0.9931108,8
2393,0.9932286,8
2394,0.9950598,8
2395,0.999987,8
2396,0.9767592,8
2397,0.9522781,9
2398,0.55549365,8
2399,0.7120584,9
2400,0.9504441,9
2401,0.8097426,9
2402,0.70010066,9
2403,0.9848455,8
2404,0.7532515,8
2405,0.94576377,9
2406,0.99027705,9
2407,0.9786218,9
2408,0.85647273,11
2409,0.91398585,13
2410,0.99919146,13
2411,0.9836811,13
2412,0.93273944,15
2413,0.728353,15
2414,0.73274046,16
2415,0.6228408,16
2416,0.7622658,8
2417,0.5146528,7
2418,0.9962657,8
2419,0.9996191,8
2420,0.9920216,8
2421,0.8427432,8
2422,0.92962605,8
2423,0.97490746,3
2424,0.54460305,3
2425,0.90427524,8
2426,0.9296412,8
2427,0.936858,8
2428,0.69153583,6
2429,0.7981368,6
2430,0.43405125,7
2431,0.6533612,11
2432,0.701883,11
2433,0.99369615,12
2434,0.9884842,12
2435,0.64638466,13
2436,0.5469758,19
2437,0.4886872,19
2438,0.45496717,16
2439,0.6871675,16
2440,0.9029253,16
2441,0.9989993,7
2442,0.7625616,8
2443,0.91885793,7
2444,0.8831465,9
2445,0.94613755,8
2446,0.93210804,8
2447,0.98791015,8
2448,0.9395627,8
2449,0.9980823,8
2450,0.47947773,5
2451,0.8817755,5
2452,0.8280625,5
2453,0.8533428,3
2454,0.5417638,3
2455,0.59710383,10
2456,0.47845837,10
2457,0.9999615,12
2458,0.9996344,12
2459,0.8259676,12
2460,0.50363535,12
2461,0.46094814,12
2462,0.60209,19
2463,0.6600725,19
2464,0.88299835,7
2465,0.948513,7
2466,0.58707887,8
2467,0.9869359,8
2468,0.9872334,8
2469,0.99985003,8
2470,0.5435447,9
2471,0.64575654,8
2472,0.85811573,8
2473,0.96509105,8
2474,0.78811634,9
2475,0.75004995,7
2476,0.51483566,5
2477,0.5423472,3
2478,0.7961068,9
2479,0.5077218,10
2480,0.97296596,11
2481,0.5370514,12
2482,0.5515875,12
2483,0.8465271,12
2484,0.9297382,13
2485,0.7847432,13
2486,0.9510108,15
2487,0.8293295,15
2488,0.8035654,8
2489,0.7495076,9
2490,0.82015646,8
2491,0.78895676,9
2492,0.94152826,9
2493,0.54583985,9
2494,0.97635716,9
2495,0.99948525,9
2496,0.9656056,9
2497,0.54622155,9
2498,0.5960837,8
2499,0.96895534,9
2500,0.960828,9
2501,0.98596096,9
2502,0.9980211,9
2503,0.8869478,9
2504,0.9983589,12
2505,0.6020484,12
2506,0.9822097,13
2507,0.8343921,13
2508,0.3068742,13
2509,0.4390442,17
2510,0.7210683,19
2511,0.91187274,17
2512,0.46838862,7
2513,0.56470233,7
2514,0.996784,7
2515,0.632004,7
2516,0.46170637,9
2517,0.6602407,7
2518,0.9916231,9
2519,0.5757986,9
2520,0.99913174,9
2521,0.96852934,9
2522,0.96886796,9
2523,0.9964055,9
2524,0.9423126,9
2525,0.945774,9
2526,0.99823475,9
2527,0.9976464,9
2528,0.89031315,12
2529,0.9246632,12
2530,0.9683185,12
2531,0.6368927,12
2532,0.4118803,11
2533,0.54412603,17
2534,0.51356715,17
2535,0.9154513,19
2536,0.7542411,15
2537,0.63338685,7
2538,0.9156049,8
2539,0.99153394,8
2540,0.9966647,8
2541,0.8315821,9
2542,0.98967046,9
2543,0.9936033,9
2544,0.99160403,9
2545,0.9856931,9
2546,0.7904253,8
2547,0.9041213,8
2548,0.86335737,9
2549,0.76850873,9
2550,0.6939191,9
2551,0.68090886,3
2552,0.9442578,12
2553,0.9999027,12
2554,0.89661235,12
2555,0.6406367,13
2556,0.9873198,15
2557,0.95184404,15
2558,0.7590382,15
2559,0.974189,19
2560,0.5353575,9
2561,0.9939214,8
2562,0.9926029,8
2563,0.99991596,8
2564,0.9998883,8
2565,0.97328883,8
2566,0.9567603,8
2567,0.72578967,9
2568,0.93169117,9
2569,0.9490639,8
2570,0.48220912,9
2571,0.52276707,8
2572,0.99781656,8
2573,0.49676174,9
2574,0.80236036,8
2575,0.9669686,8
2576,0.80915546,12
2577,0.95012003,12
2578,0.90840465,13
2579,0.97325957,19
2580,0.73782605,19
2581,0.72277564,19
2582,0.753598,19
2583,0.99885225,19
2584,0.9868798,8
2585,0.878396,8
2586,0.9984285,8
2587,0.9907251,8
2588,0.9750632,8
2589,0.73611194,9
2590,0.76490444,9
2591,0.7235591,9
2592,0.815131,6
2593,0.8799956,3
2594,0.90514666,3
2595,0.8454293,3
2596,0.8176643,3
2597,0.819686,3
2598,0.6506008,3
2599,0.397645,9
2600,0.9824368,11
2601,0.52579963,12
2602,0.9995328,13
2603,0.8671909,13
2604,0.4989971,16
2605,0.41173398,19
2606,0.9472721,16
2607,0.9305551,16
2608,0.6290104,8
2609,0.9941679,8
2610,0.9995467,8
2611,0.98514766,8
2612,0.72593176,8
2613,0.9698592,8
2614,0.9942667,8
2615,0.66853166,6
2616,0.7117472,8
2617,0.91494614,8
2618,0.45943043,8
2619,0.67569655,5
2620,0.37461707,7
2621,0.93316597,3
2622,0.5900266,3
2623,0.4733243,10
2624,0.9441642,11
2625,0.96891505,12
2626,0.996561,12
2627,0.6140819,12
2628,0.7111767,15
2629,0.6551483,15
2630,0.8697222,15
2631,0.82512057,19
2632,0.98996544,7
2633,0.99912995,7
2634,0.9842518,7
2635,0.6061173,7
2636,0.82582766,7
2637,0.99877006,8
2638,0.984525,8
2639,0.9507401,8
2640,0.6331095,8
2641,0.4329003,6
2642,0.8764618,6
2643,0.5781251,7
2644,0.82257915,3
