,month_cos,month_sin,day_type_cos,day_type_sin,hour_cos,hour_sin,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,actions
2532,0.9330127,0.25,0.8535534,0.8535534,0.0,0.5,0.31111112,0.6283186,0.0,0.0,0.54867256,0.9601259,0.0,0.0,0.6652676,0.17255385,0.6703666,0.9836507,0.42895374,19
2533,0.9330127,0.25,0.8535534,0.8535534,0.017037086,0.37059048,0.31111112,0.6027532,0.0,0.0,0.53490657,0.94963276,0.0,0.0,0.6558237,0.17991695,0.5423189,0.9976722,0.40309778,19
2534,0.9330127,0.25,0.8535534,0.8535534,0.0669873,0.25,0.32222223,0.5162242,0.0,0.0,0.46804327,0.91605455,0.0,0.0,0.65687305,0.19386017,0.35451213,0.9989195,0.43700853,19
2535,0.9330127,0.25,0.8535534,0.8535534,0.14644662,0.14644662,0.33333334,0.37561455,0.0,0.0,0.32251722,0.84679955,0.0,0.0,0.54144806,0.2454263,0.13351005,0.9990304,0.49403396,18
2536,0.9330127,0.25,0.8535534,0.8535534,0.25,0.0669873,0.36666667,0.1986234,0.0,0.0,0.15634218,0.68730325,0.0,0.0,0.33788037,0.22693023,0.006016141,0.9990403,0.51045454,18
2537,0.9330127,0.25,0.8535534,0.8535534,0.37059048,0.017037086,0.51111114,0.04523107,0.0,0.0,0.032448377,0.26547745,0.0,0.0,0.03672613,0.17650047,0.0,0.99904114,0.49409893,10
2538,0.9330127,0.25,0.8535534,0.8535534,0.5,0.0,0.6333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38719755,0.0,0.99904126,0.56692415,10
2539,0.9330127,0.25,0.8535534,0.8535534,0.62940955,0.017037086,0.7,0.0,0.0,0.01671583,0.0,0.0,0.0,0.008394543,0.0,0.20933247,0.0,0.99904126,0.5054467,10
2540,0.9330127,0.25,0.8535534,0.8535534,0.75,0.0669873,0.5888889,0.0,0.0,0.11111111,0.0,0.0,0.0,0.250787,0.0,0.13469289,0.0,0.99904126,0.47964823,8
2541,0.9330127,0.25,0.8535534,0.8535534,0.8535534,0.14644662,0.51111114,0.0,0.0,0.28023598,0.0,0.0,0.0,0.50682056,0.0,0.13903956,0.0,0.86364126,0.44096673,8
2542,0.9330127,0.25,0.8535534,0.8535534,0.9330127,0.25,0.6333333,0.0,0.0,0.4355949,0.0,0.0,0.0,0.64008397,0.0,0.18080297,0.0,0.72824126,0.45540184,8
2543,0.9330127,0.25,0.8535534,0.8535534,0.9829629,0.37059048,0.65555555,0.0,0.0,0.5408063,0.0,0.0,0.0,0.70304304,0.0,0.18708368,0.0,0.59284127,0.45757273,8
2544,0.9330127,0.25,0.8535534,0.8535534,1.0,0.5,0.96666664,0.0,0.0,0.54867256,0.0,0.0,0.0,0.6652676,0.0,0.15796638,0.0,0.45744127,0.4475086,8
2545,0.9330127,0.25,0.5,1.0,0.9829629,0.62940955,0.5222222,0.0,0.01671583,0.53490657,0.0,0.0,0.008394543,0.6558237,0.0,0.14258367,0.0,0.32204127,0.4421917,8
2546,0.9330127,0.25,0.5,1.0,0.9330127,0.75,0.6,0.0,0.11111111,0.46804327,0.0,0.0,0.250787,0.65687305,0.0,0.17068364,0.0,0.18664128,0.4519042,2
2547,0.9330127,0.25,0.5,1.0,0.8535534,0.8535534,0.62222224,0.0,0.28023598,0.32251722,0.0,0.0,0.50682056,0.54144806,0.0,0.20011388,0.0,0.0,0.44686913,7
2548,0.9330127,0.25,0.5,1.0,0.75,0.9330127,0.54444444,0.0,0.4355949,0.15634218,0.0,0.0,0.64008397,0.33788037,0.0,0.20911649,0.0,0.0,0.50537205,7
2549,0.9330127,0.25,0.5,1.0,0.62940955,0.9829629,0.6,0.0,0.5408063,0.032448377,0.0,0.0,0.70304304,0.03672613,0.0,0.14276037,0.0,0.0,0.4824367,7
2550,0.9330127,0.25,0.5,1.0,0.5,1.0,0.6,0.0,0.54867256,0.0,0.0,0.0,0.6652676,0.0,0.0,0.11499664,0.0,0.0,0.47284043,0
2551,0.9330127,0.25,0.5,1.0,0.37059048,0.9829629,0.5222222,0.01671583,0.53490657,0.0,0.017699115,0.008394543,0.6558237,0.0,0.013641133,0.13974397,0.33570632,0.0,0.4212282,12
2552,0.9330127,0.25,0.5,1.0,0.25,0.9330127,0.43333334,0.11111111,0.46804327,0.0,0.05703048,0.250787,0.65687305,0.0,0.034627493,0.14173935,0.55244833,0.18730332,0.45004618,12
2553,0.9330127,0.25,0.5,1.0,0.14644662,0.8535534,0.4,0.28023598,0.32251722,0.0,0.2045231,0.50682056,0.54144806,0.0,0.059811123,0.13830817,0.6858117,0.37460664,0.42495862,13
2554,0.9330127,0.25,0.5,1.0,0.0669873,0.75,0.44444445,0.4355949,0.15634218,0.0,0.33136678,0.64008397,0.33788037,0.0,0.2864638,0.14169763,0.6086242,0.638716,0.4667531,13
2555,0.9330127,0.25,0.5,1.0,0.017037086,0.62940955,0.4888889,0.5408063,0.032448377,0.0,0.49360865,0.70304304,0.03672613,0.0,0.49317944,0.1475341,0.67996114,0.9028253,0.45598528,13
2556,0.9330127,0.25,0.5,1.0,0.0,0.5,0.37777779,0.54867256,0.0,0.0,0.35594887,0.6652676,0.0,0.0,0.12486883,0.116280265,0.63624835,0.99047357,0.3905945,19
2557,0.9330127,0.25,0.5,1.0,0.017037086,0.37059048,0.4888889,0.53490657,0.0,0.0,0.3343166,0.6558237,0.0,0.0,0.20146905,0.2079703,0.3654699,0.99827,0.44226345,19
2558,0.9330127,0.25,0.5,1.0,0.0669873,0.25,0.6111111,0.46804327,0.0,0.0,0.44247788,0.65687305,0.0,0.0,0.636936,0.23831356,0.23681632,0.99896353,0.47326908,13
2559,0.9330127,0.25,0.5,1.0,0.14644662,0.14644662,0.64444447,0.32251722,0.0,0.0,0.3166175,0.54144806,0.0,0.0,0.48793283,0.22374693,0.083809435,0.9990252,0.4954305,18
2560,0.9330127,0.25,0.5,1.0,0.25,0.0669873,0.7222222,0.15634218,0.0,0.0,0.16617502,0.33788037,0.0,0.0,0.40818468,0.18958713,0.006726149,0.9990307,0.4974184,10
2561,0.9330127,0.25,0.5,1.0,0.37059048,0.017037086,0.7888889,0.032448377,0.0,0.0,0.029498525,0.03672613,0.0,0.0,0.03987408,0.17919782,0.0,0.9990312,0.49503112,10
2562,0.9330127,0.25,0.5,1.0,0.5,0.0,0.75555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13570409,0.0,0.99903125,0.47999775,10
2563,0.9330127,0.25,0.5,1.0,0.62940955,0.017037086,0.85555553,0.0,0.0,0.017699115,0.0,0.0,0.0,0.013641133,0.0,0.20028079,0.0,0.99903125,0.5023181,8
2564,0.9330127,0.25,0.5,1.0,0.75,0.0669873,0.82222223,0.0,0.0,0.05703048,0.0,0.0,0.0,0.034627493,0.0,0.23429331,0.0,0.86363125,0.47389027,8
2565,0.9330127,0.25,0.5,1.0,0.8535534,0.14644662,0.82222223,0.0,0.0,0.2045231,0.0,0.0,0.0,0.059811123,0.0,0.16743162,0.0,0.72823125,0.45078015,8
2566,0.9330127,0.25,0.5,1.0,0.9330127,0.25,0.82222223,0.0,0.0,0.33136678,0.0,0.0,0.0,0.2864638,0.0,0.16678366,0.0,0.59283125,0.45055622,8
2567,0.9330127,0.25,0.5,1.0,0.9829629,0.37059048,0.9222222,0.0,0.0,0.49360865,0.0,0.0,0.0,0.49317944,0.0,0.15273735,0.0,0.45743126,0.44570124,8
2568,0.9330127,0.25,0.5,1.0,1.0,0.5,0.8111111,0.0,0.0,0.35594887,0.0,0.0,0.0,0.12486883,0.0,0.17542057,0.0,0.32203126,0.45354146,8
2569,0.9330127,0.25,0.14644662,0.8535534,0.9829629,0.62940955,0.96666664,0.0,0.017699115,0.3343166,0.0,0.0,0.013641133,0.20146905,0.0,0.15861556,0.0,0.18663126,0.44773299,9
2570,0.9330127,0.25,0.14644662,0.8535534,0.9330127,0.75,0.9222222,0.0,0.05703048,0.44247788,0.0,0.0,0.034627493,0.636936,0.0,0.16023788,0.0,0.14149792,0.475083,9
2571,0.9330127,0.25,0.14644662,0.8535534,0.8535534,0.8535534,0.9222222,0.0,0.2045231,0.3166175,0.0,0.0,0.059811123,0.48793283,0.0,0.1999617,0.0,0.096364595,0.48881316,3
2572,0.9330127,0.25,0.14644662,0.8535534,0.75,0.9330127,0.9222222,0.0,0.33136678,0.16617502,0.0,0.0,0.2864638,0.40818468,0.0,0.21415529,0.0,0.0,0.47851464,3
2573,0.9330127,0.25,0.14644662,0.8535534,0.62940955,0.9829629,0.8888889,0.0,0.49360865,0.029498525,0.0,0.0,0.49317944,0.03987408,0.0,0.18784454,0.0,0.0,0.4980196,1
2574,0.9330127,0.25,0.14644662,0.8535534,0.5,1.0,0.85555553,0.0,0.35594887,0.0,0.0,0.0,0.12486883,0.0,0.0,0.1673457,0.0,0.0,0.49093437,3
2575,0.9330127,0.25,0.14644662,0.8535534,0.37059048,0.9829629,0.85555553,0.017699115,0.3343166,0.0,0.01671583,0.013641133,0.20146905,0.0,0.0010493179,0.15930031,0.3254443,0.0,0.42982686,12
2576,0.9330127,0.25,0.14644662,0.8535534,0.25,0.9330127,0.75555557,0.05703048,0.44247788,0.0,0.084562436,0.034627493,0.636936,0.0,0.015739769,0.1556335,0.548567,0.18730332,0.45554417,12
2577,0.9330127,0.25,0.14644662,0.8535534,0.14644662,0.8535534,0.7222222,0.2045231,0.3166175,0.0,0.13470992,0.059811123,0.48793283,0.0,0.10388248,0.15202314,0.62593424,0.37460664,0.4404304,13
2578,0.9330127,0.25,0.14644662,0.8535534,0.0669873,0.75,0.7222222,0.33136678,0.16617502,0.0,0.186824,0.2864638,0.40818468,0.0,0.008394543,0.18230258,0.49362648,0.638716,0.5013979,13
2579,0.9330127,0.25,0.14644662,0.8535534,0.017037086,0.62940955,0.6333333,0.49360865,0.029498525,0.0,0.24680433,0.49317944,0.03987408,0.0,0.014690451,0.15987955,0.59212834,0.9028253,0.47599393,13
2580,0.9330127,0.25,0.14644662,0.8535534,0.0,0.5,0.5888889,0.35594887,0.0,0.0,0.23303835,0.12486883,0.0,0.0,0.0073452257,0.15763135,0.5091615,0.9904644,0.42766058,13
2581,0.9330127,0.25,0.14644662,0.8535534,0.017037086,0.37059048,0.64444447,0.3343166,0.0,0.0,0.26450345,0.20146905,0.0,0.0,0.003147954,0.17520213,0.40815088,0.9982601,0.4232878,18
2582,0.9330127,0.25,0.14644662,0.8535534,0.0669873,0.25,0.5888889,0.44247788,0.0,0.0,0.12881023,0.636936,0.0,0.0,0.0010493179,0.186394,0.34419802,0.9989535,0.4360784,18
2583,0.9330127,0.25,0.14644662,0.8535534,0.14644662,0.14644662,0.5555556,0.3166175,0.0,0.0,0.07767945,0.48793283,0.0,0.0,0.0020986358,0.19168316,0.1283317,0.99901515,0.4763686,18
2584,0.9330127,0.25,0.14644662,0.8535534,0.25,0.0669873,0.53333336,0.16617502,0.0,0.0,0.044247787,0.40818468,0.0,0.0,0.0010493179,0.16470972,0.01317303,0.99902064,0.48766434,18
2585,0.9330127,0.25,0.14644662,0.8535534,0.37059048,0.017037086,0.53333336,0.029498525,0.0,0.0,0.013765979,0.03987408,0.0,0.0,0.0,0.16243207,0.0,0.9990212,0.4892362,18
2586,0.9330127,0.25,0.14644662,0.8535534,0.5,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15031736,0.0,0.9990212,0.48504868,8
2587,0.9330127,0.25,0.14644662,0.8535534,0.62940955,0.017037086,0.6666667,0.0,0.0,0.01671583,0.0,0.0,0.0,0.0010493179,0.0,0.14224495,0.0,0.8636212,0.44207463,8
2588,0.9330127,0.25,0.14644662,0.8535534,0.75,0.0669873,0.6666667,0.0,0.0,0.084562436,0.0,0.0,0.0,0.015739769,0.0,0.13441063,0.0,0.7282212,0.4393668,8
2589,0.9330127,0.25,0.14644662,0.8535534,0.8535534,0.14644662,0.6888889,0.0,0.0,0.13470992,0.0,0.0,0.0,0.10388248,0.0,0.20617615,0.0,0.5928212,0.46417186,8
2590,0.9330127,0.25,0.14644662,0.8535534,0.9330127,0.25,0.75555557,0.0,0.0,0.186824,0.0,0.0,0.0,0.008394543,0.0,0.21081735,0.0,0.45742118,0.46577603,8
2591,0.9330127,0.25,0.14644662,0.8535534,0.9829629,0.37059048,0.75555557,0.0,0.0,0.24680433,0.0,0.0,0.0,0.014690451,0.0,0.15350802,0.0,0.3220212,0.4459676,8
2592,0.9330127,0.25,0.14644662,0.8535534,1.0,0.5,0.3888889,0.0,0.0,0.23303835,0.0,0.0,0.0,0.0073452257,0.0,0.15386023,0.0,0.18662119,0.44608936,8
2593,0.9330127,0.25,0.0,0.5,0.9829629,0.62940955,0.7888889,0.0,0.01671583,0.26450345,0.0,0.0,0.0010493179,0.003147954,0.0,0.15380254,0.0,0.051221196,0.44606942,3
2594,0.9330127,0.25,0.0,0.5,0.9330127,0.75,0.7888889,0.0,0.084562436,0.12881023,0.0,0.0,0.015739769,0.0010493179,0.0,0.15307851,0.0,0.0,0.47080168,3
2595,0.9330127,0.25,0.0,0.5,0.8535534,0.8535534,0.8111111,0.0,0.13470992,0.07767945,0.0,0.0,0.10388248,0.0020986358,0.0,0.18860294,0.0,0.0,0.49828175,3
2596,0.9330127,0.25,0.0,0.5,0.75,0.9330127,0.85555553,0.0,0.186824,0.044247787,0.0,0.0,0.008394543,0.0010493179,0.0,0.20661548,0.0,0.0,0.5045076,3
2597,0.9330127,0.25,0.0,0.5,0.62940955,0.9829629,0.8111111,0.0,0.24680433,0.013765979,0.0,0.0,0.014690451,0.0,0.0,0.15959729,0.0,0.0,0.48825622,3
2598,0.9330127,0.25,0.0,0.5,0.5,1.0,0.8111111,0.0,0.23303835,0.0,0.0,0.0,0.0073452257,0.0,0.0,0.117581084,0.0,0.0,0.4737337,3
2599,0.9330127,0.25,0.0,0.5,0.37059048,0.9829629,0.85555553,0.01671583,0.26450345,0.0,0.0147492625,0.0010493179,0.003147954,0.0,0.01049318,0.16631243,0.3664923,0.0,0.42489383,13
2600,0.9330127,0.25,0.0,0.5,0.25,0.9330127,0.7888889,0.084562436,0.12881023,0.0,0.108161256,0.015739769,0.0010493179,0.0,0.29275972,0.1919605,0.6070717,0.2641093,0.4844042,13
2601,0.9330127,0.25,0.0,0.5,0.14644662,0.8535534,0.5888889,0.13470992,0.07767945,0.0,0.27531958,0.10388248,0.0020986358,0.0,0.55089194,0.14725676,0.75158215,0.5282186,0.4430534,13
2602,0.9330127,0.25,0.0,0.5,0.0669873,0.75,0.5222222,0.186824,0.044247787,0.0,0.42772862,0.008394543,0.0010493179,0.0,0.67995805,0.1439581,0.81850284,0.79232794,0.42991957,13
2603,0.9330127,0.25,0.0,0.5,0.017037086,0.62940955,0.36666667,0.24680433,0.013765979,0.0,0.53588986,0.014690451,0.0,0.0,0.7502623,0.14225969,0.8117388,0.98062634,0.40411136,13
2604,0.9330127,0.25,0.0,0.5,0.0,0.5,0.3,0.23303835,0.0,0.0,0.57620454,0.0073452257,0.0,0.0,0.7670514,0.14341815,0.7325065,0.99737585,0.35737196,13
2605,0.9330127,0.25,0.0,0.5,0.017037086,0.37059048,0.23333333,0.26450345,0.0,0.0,0.5565388,0.003147954,0.0,0.0,0.7618048,0.18098213,0.58750856,0.9988657,0.39088607,13
2606,0.9330127,0.25,0.0,0.5,0.0669873,0.25,0.22222222,0.12881023,0.0,0.0,0.47099313,0.0010493179,0.0,0.0,0.71668416,0.31473255,0.3794665,0.9989982,0.47391596,13
2607,0.9330127,0.25,0.0,0.5,0.14644662,0.14644662,0.22222222,0.07767945,0.0,0.0,0.32743362,0.0020986358,0.0,0.0,0.6075551,0.2787099,0.13757129,0.99901,0.5047748,15
2608,0.9330127,0.25,0.0,0.5,0.25,0.0669873,0.43333334,0.044247787,0.0,0.0,0.15732546,0.0010493179,0.0,0.0,0.39349422,0.25612977,0.0058315382,0.9990111,0.520577,15
2609,0.9330127,0.25,0.0,0.5,0.37059048,0.017037086,0.5222222,0.013765979,0.0,0.0,0.026548672,0.0,0.0,0.0,0.04616999,0.28963917,0.0,0.99901116,0.53320396,18
2610,0.9330127,0.25,0.0,0.5,0.5,0.0,0.64444447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29900503,0.0,0.99901116,0.5364412,18
2611,0.9330127,0.25,0.0,0.5,0.62940955,0.017037086,0.7222222,0.0,0.0,0.0147492625,0.0,0.0,0.0,0.01049318,0.0,0.21226542,0.0,0.99901116,0.5064604,18
2612,0.9330127,0.25,0.0,0.5,0.75,0.0669873,0.7222222,0.0,0.0,0.108161256,0.0,0.0,0.0,0.29275972,0.0,0.23998745,0.0,0.99901116,0.5160423,18
2613,0.9330127,0.25,0.0,0.5,0.8535534,0.14644662,0.53333336,0.0,0.0,0.27531958,0.0,0.0,0.0,0.55089194,0.0,0.34206185,0.0,0.99901116,0.55132335,4
2614,0.9330127,0.25,0.0,0.5,0.9330127,0.25,0.44444445,0.0,0.0,0.42772862,0.0,0.0,0.0,0.67995805,0.0,0.3290464,0.0,0.82411265,0.49491847,9
2615,0.9330127,0.25,0.0,0.5,0.9829629,0.37059048,0.35555556,0.0,0.0,0.53588986,0.0,0.0,0.0,0.7502623,0.0,0.29706606,0.0,0.7789793,0.52237636,9
2616,0.9330127,0.25,0.0,0.5,1.0,0.5,0.21111111,0.0,0.0,0.57620454,0.0,0.0,0.0,0.7670514,0.0,0.21510021,0.0,0.73384595,0.49404564,9
2617,0.9330127,0.25,0.14644662,0.14644662,0.9829629,0.62940955,0.26666668,0.0,0.0147492625,0.5565388,0.0,0.0,0.01049318,0.7618048,0.0,0.2856042,0.0,0.6887126,0.5184147,4
2618,0.9330127,0.25,0.14644662,0.14644662,0.9330127,0.75,0.4,0.0,0.108161256,0.47099313,0.0,0.0,0.29275972,0.71668416,0.0,0.25879028,0.0,0.20623162,0.37520036,3
2619,0.9330127,0.25,0.14644662,0.14644662,0.8535534,0.8535534,0.31111112,0.0,0.27531958,0.32743362,0.0,0.0,0.55089194,0.6075551,0.0,0.30191097,0.0,0.0,0.47624034,3
2620,0.9330127,0.25,0.14644662,0.14644662,0.75,0.9330127,0.34444445,0.0,0.42772862,0.15732546,0.0,0.0,0.67995805,0.39349422,0.0,0.30325842,0.0,0.0,0.5379113,3
2621,0.9330127,0.25,0.14644662,0.14644662,0.62940955,0.9829629,0.35555556,0.0,0.53588986,0.026548672,0.0,0.0,0.7502623,0.04616999,0.0,0.23401599,0.0,0.0,0.5139783,1
2622,0.9330127,0.25,0.14644662,0.14644662,0.5,1.0,0.35555556,0.0,0.57620454,0.0,0.0,0.0,0.7670514,0.0,0.0,0.22326343,0.0,0.0,0.51026183,1
2623,0.9330127,0.25,0.14644662,0.14644662,0.37059048,0.9829629,0.2777778,0.0147492625,0.5565388,0.0,0.013765979,0.01049318,0.7618048,0.0,0.012591816,0.27850127,0.36744374,0.0,0.46350032,1
2624,0.9330127,0.25,0.14644662,0.14644662,0.25,0.9330127,0.23333333,0.108161256,0.47099313,0.0,0.104228124,0.29275972,0.71668416,0.0,0.20986359,0.16255972,0.5998059,0.0,0.38178188,13
2625,0.9330127,0.25,0.14644662,0.14644662,0.14644662,0.8535534,0.16666667,0.27531958,0.32743362,0.0,0.26352015,0.55089194,0.6075551,0.0,0.49422875,0.22157973,0.74427855,0.2641093,0.47005138,13
2626,0.9330127,0.25,0.14644662,0.14644662,0.0669873,0.75,0.14444445,0.42772862,0.15732546,0.0,0.40511307,0.67995805,0.39349422,0.0,0.5383001,0.14701132,0.8064705,0.5282186,0.43313137,13
2627,0.9330127,0.25,0.14644662,0.14644662,0.017037086,0.62940955,0.11111111,0.53588986,0.026548672,0.0,0.48180923,0.7502623,0.04616999,0.0,0.59286463,0.18555462,0.7950962,0.79232794,0.448492,15
2628,0.9330127,0.25,0.14644662,0.14644662,0.0,0.5,0.08888889,0.57620454,0.0,0.0,0.53687316,0.7670514,0.0,0.0,0.6306401,0.15565068,0.7177242,0.98061717,0.425586,15
2629,0.9330127,0.25,0.14644662,0.14644662,0.017037086,0.37059048,0.06666667,0.5565388,0.0,0.0,0.5280236,0.7618048,0.0,0.0,0.7198321,0.21414547,0.56538475,0.99736583,0.41176978,15
2630,0.9330127,0.25,0.14644662,0.14644662,0.0669873,0.25,0.06666667,0.47099313,0.0,0.0,0.38938054,0.71668416,0.0,0.0,0.5152151,0.20238417,0.36471257,0.99885565,0.43821338,18
2631,0.9330127,0.25,0.14644662,0.14644662,0.14644662,0.14644662,0.15555556,0.32743362,0.0,0.0,0.32153392,0.6075551,0.0,0.0,0.6002099,0.18725303,0.13596667,0.99898815,0.47349435,15
2632,0.9330127,0.25,0.14644662,0.14644662,0.25,0.0669873,0.22222222,0.15732546,0.0,0.0,0.16224189,0.39349422,0.0,0.0,0.3336831,0.24015926,0.005722671,0.99899995,0.5150803,18
2633,0.9330127,0.25,0.14644662,0.14644662,0.37059048,0.017037086,0.16666667,0.026548672,0.0,0.0,0.031465095,0.04616999,0.0,0.0,0.062959075,0.24451083,0.0,0.999001,0.51760614,18
2634,0.9330127,0.25,0.14644662,0.14644662,0.5,0.0,0.18888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20635042,0.0,0.9990011,0.504416,18
2635,0.9330127,0.25,0.14644662,0.14644662,0.62940955,0.017037086,0.17777778,0.0,0.0,0.013765979,0.0,0.0,0.0,0.012591816,0.0,0.27729863,0.0,0.9990011,0.5289386,18
2636,0.9330127,0.25,0.14644662,0.14644662,0.75,0.0669873,0.18888889,0.0,0.0,0.104228124,0.0,0.0,0.0,0.20986359,0.0,0.33770785,0.0,0.9990011,0.54981846,18
2637,0.9330127,0.25,0.14644662,0.14644662,0.8535534,0.14644662,0.18888889,0.0,0.0,0.26352015,0.0,0.0,0.0,0.49422875,0.0,0.22842494,0.0,0.9990011,0.51204586,18
2638,0.9330127,0.25,0.14644662,0.14644662,0.9330127,0.25,0.23333333,0.0,0.0,0.40511307,0.0,0.0,0.0,0.5383001,0.0,0.2404464,0.0,0.9990011,0.51620096,18
2639,0.9330127,0.25,0.14644662,0.14644662,0.9829629,0.37059048,0.22222222,0.0,0.0,0.48180923,0.0,0.0,0.0,0.59286463,0.0,0.20989941,0.0,0.9990011,0.50564265,18
2640,0.9330127,0.25,0.14644662,0.14644662,1.0,0.5,0.53333336,0.0,0.0,0.53687316,0.0,0.0,0.0,0.6306401,0.0,0.27601132,0.0,0.9990011,0.52849364,18
2641,0.9330127,0.25,0.5,0.0,0.9829629,0.62940955,0.17777778,0.0,0.013765979,0.5280236,0.0,0.0,0.012591816,0.7198321,0.0,0.23319376,0.0,0.9990011,0.51369417,19
2642,0.9330127,0.25,0.5,0.0,0.9330127,0.75,0.24444444,0.0,0.104228124,0.38938054,0.0,0.0,0.20986359,0.5152151,0.0,0.26221168,0.0,0.9990011,0.5237239,19
2643,0.9330127,0.25,0.5,0.0,0.8535534,0.8535534,0.21111111,0.0,0.26352015,0.32153392,0.0,0.0,0.49422875,0.6002099,0.0,0.2783491,0.0,0.9990011,0.52930164,18
2644,0.9330127,0.25,0.5,0.0,0.75,0.9330127,0.22222222,0.0,0.40511307,0.16224189,0.0,0.0,0.5383001,0.3336831,0.0,0.26735112,0.0,0.9990011,0.5255003,18
2645,0.9330127,0.25,0.5,0.0,0.62940955,0.9829629,0.23333333,0.0,0.48180923,0.031465095,0.0,0.0,0.59286463,0.062959075,0.0,0.2619908,0.0,0.9990011,0.52364755,19
2646,0.9330127,0.25,0.5,0.0,0.5,1.0,0.22222222,0.0,0.53687316,0.0,0.0,0.0,0.6306401,0.0,0.0,0.2697392,0.0,0.9990011,0.5263257,19
2647,0.9330127,0.25,0.5,0.0,0.37059048,0.9829629,0.25555557,0.013765979,0.5280236,0.0,0.0088495575,0.012591816,0.7198321,0.0,0.0,0.28514522,0.36035782,0.9990011,0.4670667,19
2648,0.9330127,0.25,0.5,0.0,0.25,0.9330127,0.21111111,0.104228124,0.38938054,0.0,0.053097345,0.20986359,0.5152151,0.0,0.027282266,0.23445532,0.57377696,0.9990011,0.41129687,19
2649,0.9330127,0.25,0.5,0.0,0.14644662,0.8535534,0.16666667,0.26352015,0.32153392,0.0,0.19272369,0.49422875,0.6002099,0.0,0.18782791,0.610083,0.6711618,0.9990011,0.52367556,19
2650,0.9330127,0.25,0.5,0.0,0.0669873,0.75,0.1,0.40511307,0.16224189,0.0,0.39331368,0.5383001,0.3336831,0.0,0.50472194,0.26789108,0.51221925,0.9990011,0.4338861,18
2651,0.9330127,0.25,0.5,0.0,0.017037086,0.62940955,0.07777778,0.48180923,0.031465095,0.0,0.5014749,0.59286463,0.062959075,0.0,0.62749213,0.28298783,0.34718952,0.9990011,0.46868107,19
2652,0.9330127,0.25,0.5,0.0,0.0,0.5,0.06666667,0.53687316,0.0,0.0,0.5555556,0.6306401,0.0,0.0,0.67471147,0.20060231,0.28919604,0.9990011,0.45059898,19
2653,0.9330127,0.25,0.5,0.0,0.017037086,0.37059048,0.35555556,0.5280236,0.0,0.0,0.5231072,0.7198321,0.0,0.0,0.64533055,0.21724287,0.2615625,0.9990011,0.46130317,19
2654,0.9330127,0.25,0.5,0.0,0.0669873,0.25,0.5222222,0.38938054,0.0,0.0,0.43854475,0.5152151,0.0,0.0,0.59286463,0.18580252,0.35636285,0.9990011,0.4334458,19
2655,0.9330127,0.25,0.5,0.0,0.14644662,0.14644662,0.45555556,0.32153392,0.0,0.0,0.30088496,0.6002099,0.0,0.0,0.48163694,0.18465142,0.09389629,0.9990011,0.48008767,18
2656,0.9330127,0.25,0.5,0.0,0.25,0.0669873,0.5888889,0.16224189,0.0,0.0,0.13864307,0.3336831,0.0,0.0,0.26652676,0.15363073,0.008501171,0.9990011,0.48467034,18
2657,0.9330127,0.25,0.5,0.0,0.37059048,0.017037086,0.7,0.031465095,0.0,0.0,0.020648967,0.062959075,0.0,0.0,0.015739769,0.14755864,0.0,0.9990011,0.48409516,18
2658,0.9330127,0.25,0.5,0.0,0.5,0.0,0.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14897972,0.0,0.9990011,0.48458636,18
2659,0.9330127,0.25,0.5,0.0,0.62940955,0.017037086,0.85555553,0.0,0.0,0.0088495575,0.0,0.0,0.0,0.0,0.0,0.1661676,0.0,0.9990011,0.49052718,18
2660,0.9330127,0.25,0.5,0.0,0.75,0.0669873,0.82222223,0.0,0.0,0.053097345,0.0,0.0,0.0,0.027282266,0.0,0.14849867,0.0,0.9990011,0.4844201,18
2661,0.9330127,0.25,0.5,0.0,0.8535534,0.14644662,0.85555553,0.0,0.0,0.19272369,0.0,0.0,0.0,0.18782791,0.0,0.25649303,0.0,0.9990011,0.5217473,18
2662,0.9330127,0.25,0.5,0.0,0.9330127,0.25,0.85555553,0.0,0.0,0.39331368,0.0,0.0,0.0,0.50472194,0.0,0.21343862,0.0,0.9990011,0.506866,5
2663,0.9330127,0.25,0.5,0.0,0.9829629,0.37059048,0.17777778,0.0,0.0,0.5014749,0.0,0.0,0.0,0.62749213,0.0,0.22278483,0.0,0.824068,0.4581799,5
2664,0.9330127,0.25,0.5,0.0,1.0,0.5,0.75555557,0.0,0.0,0.5555556,0.0,0.0,0.0,0.67471147,0.0,0.2446581,0.0,0.42510736,0.39710498,3
