,a
1671,0.4496349
1672,0.39723858
1673,0.26892215
1674,0.37456453
1675,0.36222768
1676,0.3784357
1677,0.43968126
1678,0.13894469
1679,0.40907204
1680,0.3081509
1681,0.1507127
1682,0.15822917
1683,0.25266242
1684,0.49555242
1685,0.52477336
1686,0.20936203
1687,0.25605664
1688,0.21954566
1689,0.6541388
1690,0.68342626
1691,0.61873925
1692,0.6127809
1693,0.61658955
1694,0.547294
1695,0.43728513
1696,0.4125294
1697,0.19061476
1698,0.25827438
1699,0.26677006
1700,0.26522034
1701,0.16352743
1702,0.39630643
1703,0.3849815
1704,0.33785963
1705,0.4107616
1706,0.17017323
1707,0.4058061
1708,0.43986735
1709,0.5211792
1710,0.094415516
1711,0.21477062
1712,0.48031595
1713,0.6363015
1714,0.6524918
1715,0.68012017
1716,0.6611666
1717,0.57664955
1718,0.5424443
1719,0.2504476
1720,0.42637616
1721,0.46515173
1722,0.41743168
1723,0.24714819
1724,0.34444895
1725,0.029865116
1726,0.46797687
1727,0.42306027
1728,0.44683933
1729,0.40128028
1730,0.4568622
1731,0.100833714
1732,0.4117195
1733,0.036756516
1734,0.19973624
1735,0.15799338
1736,0.63345987
1737,0.6081659
1738,0.62279487
1739,0.5024235
1740,0.60667574
1741,0.6392665
1742,0.53218395
1743,0.5257629
1744,0.44223952
1745,0.41485035
1746,0.41874826
1747,0.3709013
1748,0.37709847
1749,0.43359634
1750,0.24362466
1751,0.25373432
1752,0.017801702
1753,0.4343666
1754,0.24730426
1755,0.06098503
1756,0.3273599
1757,0.18663517
1758,0.23925152
1759,0.24939919
1760,0.6012592
1761,0.6348616
1762,0.6604448
1763,0.6256316
1764,0.6449406
1765,0.61086017
1766,0.6241206
1767,0.49723622
1768,0.42038062
1769,0.39002636
1770,0.25643837
1771,0.3789789
1772,0.24568838
1773,0.00789544
1774,0.38865536
1775,0.41534656
1776,0.25994295
1777,0.48293644
1778,0.4306655
1779,0.26382005
1780,0.25127098
1781,0.4751435
1782,0.5312928
1783,0.62150234
1784,0.61599565
1785,0.13286716
1786,0.26308253
1787,0.67720294
1788,0.63257194
1789,0.6632285
1790,0.5482098
1791,0.6001581
1792,0.4088573
1793,0.4225333
1794,0.21700168
1795,0.39725348
1796,0.40205544
1797,0.17230031
1798,0.2679798
1799,0.2602228
1800,0.114017546
1801,0.20100293
1802,0.1718044
1803,0.2632981
1804,0.46211147
1805,0.57314366
1806,0.08708605
1807,0.5045257
1808,0.6045634
1809,0.15683675
1810,0.7321654
1811,0.69172204
1812,0.6125245
1813,0.6114313
1814,0.4946153
1815,0.47114855
1816,0.38156033
1817,0.407787
1818,0.17056742
1819,0.39027876
1820,0.36462092
1821,0.04380685
1822,0.40938026
1823,0.38386694
1824,0.3585145
1825,0.29696614
1826,0.31400824
1827,0.32845768
1828,0.31866944
1829,0.15228897
1830,0.09497729
1831,0.07751146
1832,0.13900402
1833,0.6797204
1834,0.48125228
1835,0.4995956
1836,0.5859877
1837,0.26390105
1838,0.06887293
1839,0.4472543
1840,0.36708036
1841,0.03873676
1842,0.25735462
1843,0.241344
1844,0.375933
1845,0.31787038
1846,0.37548292
1847,0.40405238
1848,0.011102945
1849,0.42755988
1850,0.35705936
1851,0.15732232
1852,0.32542467
1853,0.57859623
1854,0.12808147
1855,0.26779056
1856,0.15235034
1857,0.59107393
1858,0.14003843
1859,0.52505404
1860,0.4595205
1861,0.5064164
1862,0.46400455
1863,0.3858504
1864,0.4267807
1865,0.3780607
1866,0.2420468
1867,0.24682936
1868,0.38028848
1869,0.10328293
1870,0.35282522
1871,0.56069833
1872,0.44351807
1873,0.17619044
1874,0.25332475
1875,0.33963335
1876,0.43372473
1877,0.52568585
1878,0.59809333
1879,0.18095404
1880,0.55861425
1881,0.67361325
1882,0.6461834
1883,0.7203315
1884,0.69420654
1885,0.64922655
1886,0.5970549
1887,0.2333115
1888,0.4449907
1889,0.0158692
1890,0.06816855
1891,0.4166282
1892,0.41008002
1893,0.41947287
1894,0.056144565
1895,0.19587564
1896,0.2567665
1897,0.081680655
1898,0.2206217
1899,0.4684822
1900,0.15406913
1901,0.02606684
1902,0.1508416
1903,0.26809716
1904,0.70021963
1905,0.7696167
1906,0.68324244
1907,0.69044524
1908,0.64980763
1909,0.568457
1910,0.61394864
1911,0.25197688
1912,0.48175204
1913,0.19196278
1914,0.26196766
1915,0.22711986
1916,0.17336816
1917,0.1748141
1918,0.11036596
1919,0.14035535
1920,0.2175318
1921,0.13335732
1922,0.078862995
1923,0.48963985
1924,0.227303
1925,0.24738076
1926,0.035884827
1927,0.5023238
1928,0.26336083
1929,0.74101484
1930,0.6807916
1931,0.7458028
1932,0.6127505
1933,0.5874544
1934,0.58141166
1935,0.5279119
1936,0.424598
1937,0.4233629
1938,0.39279908
1939,0.25299257
1940,0.19671428
1941,0.22323719
1942,0.089582354
1943,0.23727325
1944,0.18318152
1945,0.24818611
1946,0.25757086
1947,0.47024912
1948,0.26397908
1949,0.24172628
1950,0.16611427
1951,0.52952313
1952,0.5673938
1953,0.6395698
1954,0.680797
1955,0.6831578
1956,0.62206304
1957,0.65194327
1958,0.51793945
1959,0.50772995
1960,0.4602264
1961,0.40352932
1962,0.38203895
1963,0.40781134
1964,0.37117976
1965,0.10708475
1966,0.42459637
1967,0.40489125
1968,0.38388222
1969,0.16063279
1970,0.18855658
1971,0.21512261
1972,0.053767294
1973,0.25933266
1974,0.26628184
1975,0.17973933
1976,0.22183788
1977,0.65843034
1978,0.715886
1979,0.697916
1980,0.6037603
1981,0.5530586
1982,0.55340296
1983,0.4857389
1984,0.15392119
1985,0.026154965
1986,0.3978961
1987,0.37985092
1988,0.37373376
1989,0.22895807
1990,0.07782325
1991,0.16524866
1992,0.010898203
1993,0.07866961
1994,0.25524348
1995,0.18943542
1996,0.43057722
1997,0.23158702
1998,0.15806445
1999,0.4855841
2000,0.6321025
2001,0.58850145
2002,0.5597548
2003,0.55922437
2004,0.26437685
2005,0.26086193
2006,0.41007203
2007,0.07972941
2008,0.42110482
2009,0.38467854
2010,0.1998747
2011,0.3892696
2012,0.37083095
2013,0.15342748
2014,0.2307396
2015,0.023904592
2016,0.0030185878
2017,0.23501211
2018,0.41313553
2019,0.39825308
2020,0.43886936
2021,0.46947894
2022,0.1579299
2023,0.20511702
2024,0.14253396
2025,0.6883575
2026,0.5477625
2027,0.26582137
2028,0.5019318
2029,0.23722339
2030,0.44445875
2031,0.26599836
2032,0.40158337
2033,0.1827637
2034,0.27429253
2035,0.4480565
2036,0.4030146
2037,0.37866688
2038,0.38049626
2039,0.49459013
2040,0.33214042
2041,0.45032158
2042,0.25304115
2043,0.2090019
2044,0.46285796
2045,0.56661105
2046,0.61546826
2047,0.0561139
2048,0.6163304
2049,0.66703355
2050,0.6603849
2051,0.6840341
2052,0.646537
2053,0.6196959
2054,0.6325219
2055,0.5636165
2056,0.43263
2057,0.07339889
2058,0.10309166
2059,0.01755917
2060,0.26831788
2061,0.17407942
2062,0.19058919
2063,0.18579185
2064,0.32908905
2065,0.22746724
2066,0.000638783
2067,0.2213184
2068,0.11616835
2069,0.1939103
2070,0.40782624
2071,0.5609054
2072,0.58693546
2073,0.73577607
2074,0.71672666
2075,0.6868249
2076,0.6701385
2077,0.63144946
2078,0.47972208
2079,0.5686501
2080,0.39147162
2081,0.42975658
2082,0.34855944
2083,0.03868127
2084,0.39810663
2085,0.25791836
2086,0.18021631
2087,0.37375444
2088,0.36144477
2089,0.38335177
2090,0.16927594
2091,0.2219784
2092,0.12864783
2093,0.4692813
2094,0.45548236
2095,0.48485705
2096,0.58846456
2097,0.61410785
2098,0.62953764
2099,0.5776669
2100,0.58954686
2101,0.47528604
2102,0.48905998
2103,0.5554133
2104,0.41543248
2105,0.17991227
2106,0.16239703
2107,0.4335803
2108,0.11583963
2109,0.10945532
2110,0.2173625
2111,0.21383536
2112,0.16434962
2113,0.33309647
2114,0.37632057
2115,0.0012663901
2116,0.32808575
2117,0.21611017
2118,0.49500072
2119,0.55020833
2120,0.5157478
2121,0.6106441
2122,0.64274347
2123,0.47425228
2124,0.56821287
2125,0.50929195
2126,0.5064939
2127,0.4802375
2128,0.36577728
2129,0.4091696
2130,0.37981883
2131,0.15569198
2132,0.2503891
2133,0.2507259
2134,0.3652184
2135,0.3376405
2136,0.56291276
2137,0.40724844
2138,0.40445933
2139,0.5099199
2140,0.36632952
2141,0.049840122
2142,0.17710653
2143,0.24930277
2144,0.5203412
2145,0.69198596
2146,0.60307646
2147,0.62072724
2148,0.56582445
2149,0.52098286
2150,0.50732434
2151,0.52460235
2152,0.4043792
2153,0.38531741
2154,0.3755587
2155,0.3748107
2156,0.18062577
2157,0.4358205
2158,0.36778066
2159,0.3763398
2160,0.26246044
2161,0.21581468
2162,0.44913483
2163,0.06841913
2164,0.24081916
2165,0.03748229
2166,0.4536407
2167,0.47862443
2168,0.4827928
2169,0.52585465
2170,0.50885206
2171,0.61454177
2172,0.56608844
2173,0.5683749
2174,0.49056488
2175,0.43959627
2176,0.4337213
2177,0.41164753
2178,0.045995265
2179,0.04190293
2180,0.2353152
2181,0.37156877
2182,0.37156877
2183,0.24472082
2184,0.21844298
2185,0.2412433
2186,0.038953394
2187,0.030578196
2188,0.441255
2189,0.43446064
2190,0.10690296
2191,0.07053918
2192,0.61370265
2193,0.14168033
2194,0.59870887
2195,0.6332238
2196,0.59812135
2197,0.5776648
2198,0.45772207
2199,0.5746228
2200,0.26761895
2201,0.26464114
2202,0.25865698
2203,0.26517093
2204,0.2614931
2205,0.16280752
2206,0.2413345
2207,0.17391294
2208,0.16477445
2209,0.06531274
2210,0.08380252
2211,0.19000173
2212,0.42634636
2213,0.5094033
2214,0.5973132
2215,0.8016099
2216,0.2605558
2217,0.5429705
2218,0.6046907
2219,0.5604118
2220,0.5735938
2221,0.53588617
2222,0.5260045
2223,0.18653867
2224,0.47701213
2225,0.4028688
2226,0.43161565
2227,0.3633229
2228,0.23855197
2229,0.4220515
2230,0.23943225
2231,0.4012468
2232,0.38951275
2233,0.3449809
2234,0.46949488
2235,0.22349131
2236,0.40788504
2237,0.23611051
2238,0.44779748
2239,0.5828746
2240,0.63406175
2241,0.71215904
2242,0.73222286
2243,0.6858706
2244,0.6372317
2245,0.6629882
2246,0.5717982
2247,0.240295
2248,0.46788964
2249,0.26841956
2250,0.41171515
2251,0.38233662
2252,0.26262414
2253,0.38347512
2254,0.11278668
2255,0.38384265
2256,0.32639128
2257,0.013428122
2258,0.37053192
2259,0.011402726
2260,0.044021368
2261,0.26078057
2262,0.52982146
2263,0.6807965
2264,0.6802187
2265,0.6307084
2266,0.16687173
2267,0.6851441
2268,0.6457593
2269,0.61143166
2270,0.60993725
2271,0.5897478
2272,0.5066216
2273,0.42731208
2274,0.42881542
2275,0.39943877
2276,0.39680094
2277,0.25622493
2278,0.19996512
2279,0.17473969
2280,0.05654815
2281,0.060200363
2282,0.07657263
2283,0.36415964
2284,0.21672428
2285,0.24938229
2286,0.26156443
2287,0.24789679
2288,0.6462605
2289,0.6867505
2290,0.67653185
2291,0.70714444
2292,0.6568174
2293,0.5457501
2294,0.59896886
2295,0.47454187
2296,0.4164057
2297,0.10256362
2298,0.39413086
2299,0.22882056
2300,0.09207484
2301,0.17340505
2302,0.23524985
2303,0.25270963
2304,0.26796213
2305,0.22341305
2306,0.41208243
2307,0.4575507
2308,0.06899202
2309,0.154349
2310,0.4498083
2311,0.45505562
2312,0.55814373
2313,0.71229845
2314,0.6638641
2315,0.65322423
2316,0.123506784
2317,0.49077755
2318,0.15441382
2319,0.48415068
2320,0.46564037
2321,0.24081612
2322,0.025759816
2323,0.2168479
2324,0.26622686
2325,0.14308017
2326,0.2537039
2327,0.18422127
2328,0.23220399
2329,0.26534092
2330,0.06650707
2331,0.024087071
2332,0.40696824
2333,0.4706417
2334,0.45672992
2335,0.17423671
2336,0.74957776
2337,0.75569457
2338,0.6389264
2339,0.078511864
2340,0.12728733
2341,0.6475273
2342,0.50602365
2343,0.46109745
2344,0.45773542
2345,0.41316023
2346,0.1676833
2347,0.26878256
2348,0.37692583
2349,0.25040686
2350,0.2685995
2351,0.26232013
2352,0.07731843
2353,0.07858223
2354,0.45164385
2355,0.20121425
2356,0.04943791
2357,0.470844
2358,0.012866855
2359,0.54808104
2360,0.6472195
2361,0.7082595
2362,0.7039057
2363,0.7147827
2364,0.5849847
2365,0.566312
2366,0.48871654
2367,0.4376244
2368,0.4557894
2369,0.37986755
2370,0.38446587
2371,0.398337
2372,0.37531582
2373,0.35283756
2374,0.22019506
2375,0.26168388
2376,0.25646892
2377,0.033522785
2378,0.46481323
2379,0.56368655
2380,0.44083196
2381,0.5841637
2382,0.71933943
2383,0.08660111
2384,0.6343279
2385,0.21285185
2386,0.7046441
2387,0.65302795
2388,0.67523456
2389,0.5689796
2390,0.4265505
2391,0.486256
2392,0.47016385
2393,0.37935796
2394,0.21023262
2395,0.40801573
2396,0.42471713
2397,0.14009547
2398,0.23736575
2399,0.17249966
2400,0.07996726
2401,0.06479445
2402,0.3968168
2403,0.26827043
2404,0.24367347
2405,0.048202008
2406,0.16987357
2407,0.255485
2408,0.15018103
2409,0.7043539
2410,0.67500114
2411,0.6044222
2412,0.5969112
2413,0.5369574
2414,0.46088728
2415,0.44309953
2416,0.3827449
2417,0.39250922
2418,0.37890348
2419,0.39615175
2420,0.26829824
2421,0.2458356
2422,0.2643552
2423,0.22994095
2424,0.38464093
2425,0.26242405
2426,0.10069963
2427,0.4860579
2428,0.45789313
2429,0.49100852
2430,0.6403898
2431,0.7125345
2432,0.64726084
2433,0.7054288
2434,0.69099426
2435,0.66549397
2436,0.5585341
2437,0.5180675
2438,0.51759845
2439,0.5229962
2440,0.4333088
2441,0.4111647
2442,0.2539855
2443,0.39017752
2444,0.24091381
2445,0.18144882
2446,0.24776036
2447,0.22915253
2448,0.16045433
2449,0.09849203
2450,0.3731135
2451,0.36757976
2452,0.0004531741
2453,0.2530334
2454,0.5178103
2455,0.65388566
2456,0.7192915
2457,0.7164159
2458,0.6690821
2459,0.6259762
2460,0.5760132
2461,0.5442406
2462,0.5374139
2463,0.46752924
2464,0.4221208
2465,0.39170057
2466,0.13614309
2467,0.40573317
2468,0.24210289
2469,0.14943135
2470,0.4055986
2471,0.40426755
2472,0.058980346
2473,0.2747742
2474,0.29537535
2475,0.30162585
2476,0.34602153
2477,0.10428685
2478,0.5204288
2479,0.17269665
2480,0.5530217
2481,0.60309684
2482,0.48197684
2483,0.16839111
2484,0.550764
2485,0.56275725
2486,0.54902756
2487,0.1521306
2488,0.43562898
2489,0.2509516
2490,0.26514274
2491,0.18107653
2492,0.18653601
2493,0.07768023
2494,0.24508965
2495,0.17065346
2496,0.028746754
2497,0.15573159
2498,0.09607679
2499,0.43848094
2500,0.03256032
2501,0.20385176
2502,0.46577394
2503,0.49638337
2504,0.5813279
2505,0.7036767
2506,0.6400704
2507,0.65260136
2508,0.2090964
2509,0.54282403
2510,0.5198853
2511,0.4867374
2512,0.42329264
2513,0.41826573
2514,0.41730264
2515,0.40595168
2516,0.37025505
2517,0.14646763
2518,0.08045128
2519,0.06847599
2520,0.10899025
2521,0.37192675
2522,0.015634775
2523,0.15848947
2524,0.45050567
2525,0.044241935
2526,0.1948654
2527,0.26508784
2528,0.14896432
2529,0.7189438
2530,0.61928964
2531,0.6226992
2532,0.6605449
2533,0.54009694
2534,0.52800465
2535,0.2681896
2536,0.38990897
2537,0.2561087
2538,0.26411211
2539,0.13044292
2540,0.41007176
2541,0.33993584
2542,0.3463776
2543,0.23043442
2544,0.26645792
2545,0.25891548
2546,0.088457376
2547,0.4984276
2548,0.501065
2549,0.57128817
2550,0.7014866
2551,0.08629632
2552,0.653189
2553,0.70783913
2554,0.70244193
2555,0.6427413
2556,0.603775
2557,0.60409176
2558,0.4854959
2559,0.48631597
2560,0.07373989
2561,0.13965216
2562,0.2503053
2563,0.25625384
2564,0.26370317
2565,0.100651085
2566,0.07327822
2567,0.42719418
2568,0.44387695
2569,0.06240967
2570,0.06669283
2571,0.02695483
2572,0.5198788
2573,0.0891788
2574,0.11395216
2575,0.054578155
2576,0.607924
2577,0.59256434
2578,0.63284266
2579,0.6783015
2580,0.59186876
2581,0.6011665
2582,0.20286
2583,0.41111124
2584,0.5063436
2585,0.1657196
2586,0.42214265
2587,0.38399327
2588,0.40539956
2589,0.25796676
2590,0.2547419
2591,0.13540083
2592,0.25005502
2593,0.41227365
2594,0.45336467
2595,0.455269
2596,0.15033662
2597,0.1899131
2598,0.13546157
2599,0.08417249
2600,0.06980497
2601,0.7417986
2602,0.6651821
2603,0.66719955
2604,0.63849884
2605,0.60600334
2606,0.5693953
2607,0.0308775
2608,0.38118285
2609,0.33997864
2610,0.26298797
2611,0.38347858
2612,0.38261777
2613,0.18364686
2614,0.21084231
2615,0.15992206
2616,0.22352731
2617,0.22738418
2618,0.059157908
2619,0.13874286
2620,0.41486275
2621,0.10071537
2622,0.26429594
2623,0.46551177
2624,0.69904125
2625,0.67034364
2626,0.6599022
2627,0.63968146
2628,0.65765625
2629,0.51275134
2630,0.2648331
2631,0.5031726
2632,0.38972923
2633,0.37596822
2634,0.15478787
2635,0.03628981
2636,0.20230505
2637,0.21885902
2638,0.37562227
2639,0.37156877
2640,0.14211553
2641,0.36837268
2642,0.43683666
2643,0.13092509
2644,0.43554616
2645,0.44675422
2646,0.028346598
2647,0.2990911
2648,0.64568055
2649,0.5415415
2650,0.22603852
2651,0.5188096
2652,0.5873487
2653,0.4682518
2654,0.47753325
2655,0.44365582
2656,0.40424964
2657,0.42121312
2658,0.44384402
2659,0.42264447
2660,0.2464577
2661,0.40311044
2662,0.4113031
2663,0.26202536
2664,0.22767937
2665,0.26802105
2666,0.3938568
2667,0.40061653
2668,0.24870786
2669,0.0891363
2670,0.09598628
2671,0.5478396
2672,0.5719493
2673,0.22883624
2674,0.57749
2675,0.5447681
2676,0.5710223
2677,0.5454254
2678,0.2334983
2679,0.38281727
2680,0.43669435
2681,0.3825575
2682,0.3886236
2683,0.4088984
2684,0.39963764
2685,0.35675824
2686,0.39325985
2687,0.043900907
2688,0.24029997
2689,0.24210829
2690,0.04939717
2691,0.15169996
2692,0.38136968
2693,0.41740656
2694,0.45068085
2695,0.5212244
2696,0.21411073
2697,0.5283985
2698,0.48108447
2699,0.61556906
2700,0.23832613
2701,0.57080144
2702,0.5179977
2703,0.48698354
2704,0.33650383
2705,0.24143416
2706,0.38546196
2707,0.39734307
2708,0.25006756
2709,0.20656872
2710,0.23430842
2711,0.25291818
2712,0.07656157
2713,0.24329618
2714,0.37147647
2715,0.37762502
2716,0.27565944
2717,0.35582224
2718,0.07104719
2719,0.5302037
2720,0.67234474
2721,0.56920964
2722,0.75302434
2723,0.6839086
2724,0.6147697
2725,0.5483829
2726,0.62702334
2727,0.48940867
2728,0.37905893
2729,0.41678548
2730,0.37997198
2731,0.4031944
2732,0.39137334
2733,0.3900655
2734,0.14541614
2735,0.40752542
2736,0.20523149
2737,0.19232464
2738,0.25649214
2739,0.09522462
2740,0.07045719
2741,0.21311522
2742,0.41764086
2743,0.4771552
2744,0.1976921
2745,0.198196
2746,0.63774127
2747,0.21179289
2748,0.24195394
2749,0.16377145
2750,0.26388437
2751,0.17768252
2752,0.36363643
2753,0.40781006
2754,0.37859654
2755,0.37969247
2756,0.25245965
2757,0.18249017
2758,0.17448848
2759,0.14939857
2760,0.30811346
2761,0.18639135
2762,0.0068436265
2763,0.011914909
2764,0.04093352
2765,0.422823
2766,0.4369872
2767,0.15224692
2768,0.5042022
2769,0.17607075
2770,0.6814853
2771,0.098150015
2772,0.24103257
2773,0.23940253
2774,0.43040934
2775,0.12131351
2776,0.38352287
2777,0.25397772
2778,0.23678124
2779,0.26864725
2780,0.26005656
2781,0.25068244
2782,0.36896336
2783,0.48767218
2784,0.38485026
2785,0.18241674
2786,0.39314026
2787,0.06461272
2788,0.41713962
2789,0.11296636
2790,0.043010324
2791,0.23883274
2792,0.24412444
2793,0.6937481
2794,0.64038336
2795,0.6637107
2796,0.5690929
2797,0.6317015
2798,0.631619
2799,0.49440914
2800,0.41335043
2801,0.4079148
2802,0.018297672
2803,0.26007122
2804,0.34330112
2805,0.3859192
2806,0.23100215
2807,0.14507931
2808,0.24024996
2809,0.039788663
2810,0.3462057
2811,0.36444253
2812,0.50621146
2813,0.31458718
2814,0.29700238
2815,0.4689599
2816,0.6059298
2817,0.52844095
2818,0.24131006
2819,0.5524307
2820,0.61047596
2821,0.44783396
2822,0.080627084
2823,0.4548803
2824,0.26483843
2825,0.02940157
2826,0.25692868
2827,0.017225683
2828,0.3600716
2829,0.3677029
2830,0.37415567
2831,0.38425785
2832,0.3848771
2833,0.06534091
2834,0.0708774
2835,0.08239576
2836,0.16138244
2837,0.1382013
2838,0.180394
2839,0.17690033
2840,0.26479864
2841,0.36308497
2842,0.2449775
2843,0.060914606
2844,0.12047365
2845,0.33068758
2846,0.26681432
2847,0.08366606
2848,0.18331277
2849,0.2680869
2850,0.39733163
2851,0.25861764
2852,0.25369447
2853,0.37656862
2854,0.036818087
2855,0.18196204
2856,0.24509484
2857,0.037474245
2858,0.31766388
2859,0.07222715
2860,0.1586234
2861,0.013971955
2862,0.24174938
2863,0.5070132
2864,0.4641554
2865,0.26843035
2866,0.5556462
2867,0.55001134
2868,0.5502396
2869,0.56048995
2870,0.60325277
2871,0.26552397
2872,0.4001382
2873,0.39007092
2874,0.2524702
2875,0.2524646
2876,0.252983
2877,0.02046761
2878,0.08903095
2879,0.038289666
2880,0.057270765
2881,0.15997818
2882,0.20729774
2883,0.091603786
2884,0.3215167
2885,0.0021570027
2886,0.021931887
2887,0.26337874
2888,0.24899039
2889,0.14357716
2890,0.6843258
2891,0.59714663
2892,0.64631677
2893,0.57783204
2894,0.18768832
2895,0.4964912
2896,0.4271141
2897,0.2532578
2898,0.38429
2899,0.22976726
2900,0.1593197
2901,0.14700979
2902,0.18157953
2903,0.23309556
2904,0.052983552
2905,0.3109581
2906,0.12827897
2907,0.06722391
2908,0.39229202
2909,0.46320167
2910,0.5037714
2911,0.5388078
2912,0.067946225
2913,0.6213249
2914,0.55041945
2915,0.21180126
2916,0.24466318
2917,0.25138372
2918,0.23627329
2919,0.44420588
2920,0.4269806
2921,0.38879347
2922,0.39113715
2923,0.38989043
2924,0.2665246
2925,0.2594996
2926,0.24130753
2927,0.24847916
2928,0.44060814
2929,0.3803964
2930,0.03451082
2931,0.26796842
2932,0.45348376
2933,0.21004689
2934,0.22893721
2935,0.44716582
2936,0.49609628
2937,0.20407555
2938,0.14267862
2939,0.05893433
2940,0.5833552
2941,0.14730233
2942,0.458096
2943,0.52214915
2944,0.23873729
2945,0.41003406
2946,0.19433334
2947,0.13725853
2948,0.31356686
2949,0.2629705
2950,0.26597863
2951,0.20972091
2952,0.46487564
2953,0.42092735
2954,0.45891
2955,0.46232006
2956,0.40419936
2957,0.17507604
2958,0.2452696
2959,0.20182234
2960,0.4657863
2961,0.5833185
2962,0.08937985
2963,0.19923335
2964,0.6001633
2965,0.5214185
2966,0.17235398
2967,0.26555192
2968,0.3486507
2969,0.23742548
2970,0.34009564
2971,0.16024932
2972,0.3242844
2973,0.20094657
2974,0.3781349
2975,0.3676538
2976,0.012724102
2977,0.10819346
2978,0.41821885
2979,0.29185236
2980,0.29481804
2981,0.42467302
2982,0.5335096
2983,0.08478129
2984,0.26358542
2985,0.2223993
2986,0.058058828
2987,0.6143607
2988,0.202627
2989,0.5665247
2990,0.5416648
2991,0.1907283
2992,0.4192276
2993,0.17075819
2994,0.45495516
2995,0.5280404
2996,0.5476235
2997,0.07238978
2998,0.5100453
2999,0.22069103
3000,0.23199621
3001,0.4078839
3002,0.43286273
3003,0.078823894
3004,0.32941726
3005,0.38900918
3006,0.26017013
3007,0.17060989
3008,0.20317215
3009,0.6651966
3010,0.6087299
3011,0.17659062
3012,0.14994764
3013,0.10911265
3014,0.19908705
3015,0.23730561
3016,0.42523834
3017,0.41663265
3018,0.41938078
3019,0.37860486
3020,0.21882159
3021,0.4491832
3022,0.45646372
3023,0.44400707
3024,0.25791246
3025,0.08613166
3026,0.079432726
3027,0.21990743
3028,0.34212607
3029,0.4922997
3030,0.46646082
3031,0.23963967
3032,0.2380355
3033,0.69910777
3034,0.49693823
3035,0.53748834
3036,0.15816057
3037,0.5983882
3038,0.26319772
3039,0.45190623
3040,0.21145844
3041,0.15675306
3042,0.21358538
3043,0.43375826
3044,0.17614496
3045,0.40732017
3046,0.43450856
3047,0.49445352
3048,0.033064634
3049,0.091211945
3050,0.25972646
3051,0.45583916
3052,0.09691429
3053,0.36237776
3054,0.4335891
3055,0.21094555
3056,0.22291958
3057,0.13466942
3058,0.2527215
3059,0.5772203
3060,0.47455594
3061,0.4660988
3062,0.34040642
3063,0.4931799
3064,0.48428518
3065,0.36878243
3066,0.20668775
3067,0.26221454
3068,0.26620108
3069,0.23153135
3070,0.32296574
3071,0.061715215
3072,0.099505246
3073,0.12943754
3074,0.12877434
3075,0.47029117
3076,0.4252819
3077,0.04880047
3078,0.035873592
3079,0.046073258
3080,0.2653408
3081,0.6277346
3082,0.6894237
3083,0.6583711
3084,0.5766503
3085,0.4987403
3086,0.47061586
3087,0.26570955
3088,0.3389484
3089,0.24988124
3090,0.3372875
3091,0.19623095
3092,0.2429623
3093,0.39525303
3094,0.30354005
3095,0.35631585
3096,0.27188706
3097,0.181855
3098,0.0010543764
3099,0.32260358
3100,0.26313657
3101,0.14242107
3102,0.20479178
3103,0.3996626
3104,0.51855683
3105,0.55371505
3106,0.5365247
3107,0.17568818
3108,0.057169586
3109,0.07237744
3110,0.22132498
3111,0.40670338
3112,0.05826375
3113,0.17512336
3114,0.1273992
3115,0.04590234
3116,0.1937319
3117,0.19654053
3118,0.24244261
3119,0.10887405
3120,0.3993161
3121,0.08209321
3122,0.4608862
3123,0.026566744
3124,0.0046188235
3125,0.41371664
3126,0.22868693
3127,0.15385175
3128,0.19970062
3129,0.47865668
3130,0.4485627
3131,0.5559232
3132,0.5207032
3133,0.13991827
3134,0.1904234
3135,0.22904614
3136,0.13493127
3137,0.079649866
3138,0.06940529
3139,0.037211537
3140,0.31306702
3141,0.26841512
3142,0.14304882
3143,0.056635678
3144,0.37652358
3145,0.39612424
3146,0.016080499
3147,0.37128586
3148,0.19744432
3149,0.47601962
3150,0.5202914
3151,0.2546839
3152,0.22821206
3153,0.22961602
3154,0.6407445
3155,0.54476494
3156,0.51378465
3157,0.5328462
3158,0.5342784
3159,0.46456832
3160,0.22920835
3161,0.25320515
3162,0.08343497
3163,0.23422983
3164,0.47596186
3165,0.44813675
3166,0.48971915
3167,0.2624283
3168,0.33787727
3169,0.25957096
3170,0.20877236
3171,0.026252627
3172,0.4239484
3173,0.47827154
3174,0.22538882
3175,0.10864177
3176,0.58518803
3177,0.6246775
3178,0.144705
3179,0.21719769
3180,0.55059624
3181,0.24363056
3182,0.18322355
3183,0.24601808
3184,0.23032582
3185,0.25076348
3186,0.22802621
3187,0.37819546
3188,0.14489299
3189,0.19357151
3190,0.087542534
3191,0.26729816
3192,0.260298
3193,0.33703974
3194,0.11515868
3195,0.20536911
3196,0.1951341
3197,0.388589
3198,0.0874981
3199,0.13766694
3200,0.61739546
3201,0.7563418
3202,0.119020104
3203,0.38365582
3204,0.47157487
3205,0.47721636
3206,0.18280926
3207,0.2553643
3208,0.44409692
3209,0.23910701
3210,0.46366128
3211,0.25125867
3212,0.2621562
3213,0.4353829
3214,0.44403306
3215,0.38408458
3216,0.37881804
3217,0.49853745
3218,0.26009077
3219,0.4458416
3220,0.42144197
3221,0.2505594
3222,0.41009346
3223,0.2679795
3224,0.2611867
3225,0.61026335
3226,0.6589518
3227,0.5584127
3228,0.63711274
3229,0.531419
